,gloss,bbox,fps,frame_end,frame_start,instance_id,signer_id,source,split,url,variation_id,video_id
60,drink,"[673, 90, 1571, 1072]",25,-1,1,20,6,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Drink-L6hHRIQzWBo.mp4,0,17712
61,drink,"[28, 0, 542, 480]",25,-1,1,21,21,asldeafined,test,https://media.asldeafined.com/vocabulary/1467773819.9825.mp4,0,17713
62,drink,"[53, 9, 579, 480]",25,-1,1,22,20,handspeak,train,https://www.handspeak.com/word/d/drink2.mp4,0,17714
63,drink,"[57, 0, 586, 480]",25,-1,1,23,14,handspeak,train,https://www.handspeak.com/word/d/drink-alcohol.mp4,0,17715
64,drink,"[113, 0, 493, 360]",25,-1,1,24,20,handspeak,test,https://www.handspeak.com/word/d/drink-british.mp4,0,17716
65,drink,"[112, 0, 509, 360]",25,-1,1,25,14,handspeak,train,https://www.handspeak.com/word/d/drink.mp4,0,17717
66,drink,"[84, 0, 506, 360]",25,-1,1,26,20,handspeak,test,https://www.handspeak.com/word/d/drink-mug.mp4,0,17718
67,drink,"[41, 9, 257, 240]",25,-1,1,27,2,spreadthesign,train,https://media.spreadthesign.com/video/mp4/13/153289.mp4,0,17709
68,drink,"[98, 13, 372, 360]",25,-1,1,28,109,asllex,train,https://youtu.be/yawcLQIhQiE,0,67594
69,drink,"[124, 0, 542, 360]",25,-1,1,29,14,handspeak,train,https://www.handspeak.com/word/d/drink-plu.mp4,0,17719
70,drink,"[49, 3, 220, 192]",25,-1,1,30,11,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/14/14885.mp4,0,17720
71,drink,"[66, 19, 209, 192]",25,-1,1,31,10,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/23/23388.mp4,0,17721
72,drink,"[66, 19, 209, 192]",25,-1,1,32,10,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/23/23388.mp4,0,17722
73,drink,"[65, 20, 208, 192]",25,-1,1,33,10,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/23/23389.mp4,0,17723
74,drink,"[68, 18, 220, 192]",25,-1,1,34,11,signingsavvy,val,https://www.signingsavvy.com/signs/mp4/7/7796.mp4,0,17724
75,computer,"[0, 0, 360, 240]",25,5181,5122,0,9,asl5200,test,https://www.youtube.com/watch?v=PPmQd2zWdP0,0,12306
76,computer,"[111, 0, 1198, 720]",25,-1,1,1,109,valencia-asl,train,https://www.youtube.com/watch?v=H-tAzh-nuV8,0,68028
77,computer,"[110, 16, 549, 360]",25,72,1,2,113,lillybauer,train,https://www.youtube.com/watch?v=YEFd7zsUNXU,0,69054
78,computer,"[56, 11, 240, 192]",25,-1,1,3,11,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/6/6326.mp4,1,12328
79,computer,"[317, 42, 1077, 720]",25,-1,1,4,5,aslu,train,https://www.youtube.com/watch?v=97IwdVSOQho,1,12329
80,computer,"[299, 34, 1066, 720]",25,-1,1,5,5,aslu,train,https://www.youtube.com/watch?v=cujhpwWi1yY,1,12330
81,computer,"[422, 50, 824, 720]",25,-1,1,6,38,startasl,val,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/computer-2.mp4,0,12312
82,computer,"[320, 47, 961, 720]",25,-1,1,7,5,aslu,train,https://www.youtube.com/watch?v=fY11M3Dxxx0,0,12331
83,computer,"[331, 67, 869, 720]",25,-1,1,8,65,nabboud,test,https://www.youtube.com/watch?v=lVo6MByRMHY,2,12332
84,computer,"[256, 28, 1084, 720]",25,-1,1,9,5,aslu,val,https://www.youtube.com/watch?v=-_RSZM-lLXE,1,12333
85,computer,"[321, 1, 953, 720]",25,-1,1,11,5,aslu,val,https://www.youtube.com/watch?v=vK4GwJaDcWU,2,12335
86,computer,"[386, 67, 872, 720]",25,-1,1,12,65,nabboud,test,https://www.youtube.com/watch?v=-wmqgdmwySo,0,12336
87,computer,"[27, 0, 313, 240]",25,-1,1,13,56,spreadthesign,train,https://media.spreadthesign.com/video/mp4/13/51378.mp4,1,12311
88,computer,"[8, 1, 251, 240]",25,-1,1,14,72,aslpro,train,http://www.aslpro.com/main/c/computer.swf,1,12337
89,computer,"[221, 42, 501, 400]",25,-1,1,15,41,aslsearch,train,http://www.aslsearch.com/signs/videos/computer.mp4,1,12338
90,computer,"[409, 51, 833, 720]",25,-1,1,16,38,startasl,train,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/computer.mp4,1,12313
91,computer,"[257, 38, 1684, 1080]",25,-1,1,17,4,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/Computer%203-ZIm7kG5ie_M.mp4,0,12314
92,computer,"[436, 35, 1765, 1080]",25,-1,1,18,4,signschool,val,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/Computer%205-wOn7bu44o4s.mp4,1,12315
93,computer,"[412, 18, 1698, 1080]",25,-1,1,19,4,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Computer%201-_2YnCKHJy6U.mp4,2,12316
94,computer,"[473, 44, 1708, 1080]",25,-1,1,20,4,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Computer%202-_HHzYqXw-xU.mp4,2,12317
95,computer,"[365, 45, 1673, 1080]",25,-1,1,21,4,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Computer%204-1f6Cc5NXBgw.mp4,0,12318
96,computer,"[494, 99, 1414, 1077]",25,-1,1,22,45,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Republic%20of%20Congo-b6U1CIWIPIw.mp4,2,12319
97,computer,"[74, 19, 565, 480]",25,-1,1,23,59,asldeafined,test,https://media.asldeafined.com/vocabulary/1466901185.5915.mp4,1,12320
98,computer,"[96, 17, 417, 360]",25,-1,1,24,109,asllex,test,https://youtu.be/u1xoXux2NaE,1,67519
99,computer,"[115, 0, 561, 480]",25,-1,1,25,20,handspeak,train,https://www.handspeak.com/word/c/computer-arm2.mp4,0,12321
100,computer,"[107, 0, 534, 480]",25,-1,1,26,20,handspeak,train,https://www.handspeak.com/word/c/computer-arm.mp4,0,12322
101,computer,"[14, 0, 521, 480]",25,-1,1,27,20,handspeak,train,https://www.handspeak.com/word/c/computer-head.mp4,2,12323
102,computer,"[120, 9, 522, 360]",25,-1,1,28,14,handspeak,train,https://www.handspeak.com/word/c/computer-old2.mp4,1,12324
103,computer,"[69, 9, 214, 192]",25,-1,1,30,11,signingsavvy,val,https://www.signingsavvy.com/signs/mp4/6/6011.mp4,0,12326
104,computer,"[63, 0, 218, 192]",25,-1,1,31,11,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/6/6012.mp4,2,12327
105,before,"[0, 0, 360, 240]",25,1779,1733,0,9,asl5200,train,https://www.youtube.com/watch?v=pDqITge_TGs,0,05724
106,before,"[185, 50, 419, 360]",25,4873,4778,1,121,northtexas,train,https://www.youtube.com/watch?v=bq-HmgjGzmw,0,70348
107,before,"[121, 26, 1003, 720]",25,-1,1,2,109,valencia-asl,train,https://www.youtube.com/watch?v=IYH-gBXXl8I,0,68007
108,before,"[156, 14, 493, 360]",25,-1,1,3,5,aslu,train,https://www.youtube.com/watch?v=MvtVsr3P098,1,05744
109,before,"[142, 12, 493, 360]",25,-1,1,5,5,aslu,val,https://www.youtube.com/watch?v=PeO4kaKvoVM,0,05746
110,before,"[624, 70, 1587, 1070]",25,-1,1,6,32,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Before%202-02xxXtC3G8c.mp4,0,05728
111,before,"[327, 2, 1071, 720]",25,-1,1,7,5,aslu,train,https://www.youtube.com/watch?v=TQMe2WDz9QE,1,05747
112,before,"[15, 12, 206, 240]",25,-1,1,8,24,aslpro,train,http://www.aslpro.com/main/b/before.swf,1,05748
113,before,"[167, 52, 512, 400]",25,-1,1,9,12,aslsearch,train,http://www.aslsearch.com/signs/videos/before3.mp4,0,05749
114,before,"[171, 52, 513, 400]",25,-1,1,10,12,aslsearch,val,http://www.aslsearch.com/signs/videos/before.mp4,1,05750
115,before,"[300, 12, 1202, 1080]",25,-1,1,11,46,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Before-kM8O_piLegw.mp4,1,05729
116,before,"[712, 64, 1652, 1080]",25,-1,1,12,32,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Before-Se78WI3j-mI.mp4,1,05730
117,before,"[190, 0, 504, 370]",25,-1,1,13,88,aslsignbank,train,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/BE/BEFORE-37.mp4,1,65167
118,before,"[570, 98, 1535, 1080]",25,-1,1,14,4,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Last-0SLfkAHELAs.mp4,0,05731
119,before,"[103, 25, 528, 480]",25,-1,1,15,13,asldeafined,train,https://media.asldeafined.com/vocabulary/1466681314.2550.mp4,0,05732
120,before,"[95, 23, 533, 480]",25,-1,1,16,13,asldeafined,train,https://media.asldeafined.com/vocabulary/1466681379.1244.mp4,1,05733
121,before,"[129, 0, 555, 480]",25,-1,1,17,13,asldeafined,train,https://media.asldeafined.com/vocabulary/1468755772.9751.mp4,0,05734
122,before,"[30, 4, 550, 480]",25,-1,1,18,20,handspeak,test,https://www.handspeak.com/word/b/before-long.mp4,0,05735
123,before,"[59, 0, 303, 240]",25,-1,1,19,14,handspeak,val,https://www.handspeak.com/word/b/before.mp4,1,05736
124,before,"[386, 45, 810, 720]",25,-1,1,20,38,startasl,test,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/before.mp4,1,05727
125,before,"[102, 11, 532, 480]",25,-1,1,21,20,handspeak,val,https://www.handspeak.com/word/b/before-past.mp4,0,05737
126,before,"[74, 23, 209, 192]",25,-1,1,23,10,signingsavvy,test,https://www.signingsavvy.com/signs/mp4/22/22829.mp4,1,05739
127,before,"[90, 22, 203, 192]",25,-1,1,24,10,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/22/22831.mp4,1,05740
128,before,"[65, 9, 219, 192]",25,-1,1,25,11,signingsavvy,test,https://www.signingsavvy.com/signs/mp4/5/5971.mp4,0,05741
129,before,"[67, 14, 216, 192]",25,-1,1,26,11,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/6/6164.mp4,0,05742
130,before,"[43, 3, 212, 192]",25,-1,1,27,11,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/9/9194.mp4,0,05743
131,chair,"[0, 0, 360, 240]",25,1889,1830,0,9,asl5200,test,https://www.youtube.com/watch?v=PPmQd2zWdP0,0,09847
132,chair,"[127, 41, 449, 360]",25,2231,2101,1,121,northtexas,train,https://www.youtube.com/watch?v=4Nh1iFv2BMc,0,70230
133,chair,"[340, 12, 944, 720]",25,51,1,2,115,lillybauer,train,https://www.youtube.com/watch?v=j2hvnGiBrRI,0,68580
134,chair,"[112, 39, 426, 360]",25,3209,3092,3,121,northtexas,train,https://www.youtube.com/watch?v=WGfiiDgrq1I,0,70263
135,chair,"[229, 3, 672, 480]",25,-1,1,4,110,valencia-asl,train,https://www.youtube.com/watch?v=zICB0wesqvY,0,68019
136,chair,"[0, 10, 245, 240]",25,-1,1,6,72,aslpro,train,http://www.aslpro.com//main/c/chair_stacking.swf,0,09865
137,chair,"[18, 6, 247, 240]",25,-1,1,7,72,aslpro,train,http://www.aslpro.com/main/c/chair.swf,0,09866
138,chair,"[40, 6, 266, 240]",25,-1,1,8,0,spreadthesign,train,https://media.spreadthesign.com/video/mp4/13/74909.mp4,0,09848
139,chair,"[5, 9, 250, 240]",25,-1,1,9,72,aslpro,test,http://www.aslpro.com//main/c/chair_wood.swf,0,09867
140,chair,"[183, 55, 560, 400]",25,-1,1,11,12,aslsearch,train,http://www.aslsearch.com/signs/videos/chair.mp4,0,09869
141,chair,"[388, 56, 806, 720]",25,-1,1,12,38,startasl,train,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/chair.mp4,0,09849
142,chair,"[667, 144, 1472, 1061]",25,-1,1,13,31,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Chair-mVdtJjs-_20.mp4,0,09850
143,chair,"[102, 22, 563, 480]",25,-1,1,14,59,asldeafined,val,https://media.asldeafined.com/vocabulary/1466729509.9229.mp4,0,09851
144,chair,"[169, 15, 476, 370]",25,-1,1,15,90,aslsignbank,train,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/CH/CHAIR-378.mp4,0,65328
145,chair,"[60, 0, 306, 240]",25,-1,1,17,14,handspeak,train,https://www.handspeak.com/word/c/chair.mp4,0,09853
146,chair,"[81, 15, 233, 192]",25,-1,1,18,11,signingsavvy,val,https://www.signingsavvy.com/signs/mp4/7/7821.mp4,0,09854
147,chair,"[288, 29, 1001, 720]",25,-1,1,19,5,aslu,test,https://www.youtube.com/watch?v=8vc2vD9N4tk,0,09855
148,chair,"[273, 88, 902, 720]",25,-1,1,20,65,nabboud,train,https://www.youtube.com/watch?v=dXz1i9gTR4w,0,09856
149,chair,"[92, 19, 395, 360]",25,-1,1,21,109,asllex,val,https://youtu.be/K47c4lIJQvI,0,67483
150,chair,"[15, 8, 245, 240]",25,-1,1,22,72,aslpro,train,http://www.aslpro.com//main/c/chair_director.swf,0,09857
151,chair,"[0, 8, 249, 240]",25,-1,1,23,72,aslpro,train,http://www.aslpro.com//main/c/chair_folding.swf,0,09858
152,chair,"[0, 8, 247, 240]",25,-1,1,24,72,aslpro,train,http://www.aslpro.com//main/c/chair_lawn_folding.swf,0,09859
153,chair,"[1, 8, 252, 240]",25,-1,1,25,72,aslpro,train,http://www.aslpro.com//main/c/chair_lawn.swf,0,09860
154,chair,"[18, 5, 242, 240]",25,-1,1,26,72,aslpro,train,http://www.aslpro.com//main/c/chair_loveseat.swf,0,09861
155,chair,"[10, 9, 248, 240]",25,-1,1,27,72,aslpro,val,http://www.aslpro.com//main/c/chair_recliner.swf,0,09862
156,chair,"[5, 8, 239, 240]",25,-1,1,28,72,aslpro,train,http://www.aslpro.com//main/c/chair_rocking_1.swf,0,09863
157,go,"[0, 0, 360, 240]",25,926,887,0,9,asl5200,test,https://www.youtube.com/watch?v=YdHKN_wHZqo,0,24857
158,go,"[268, 38, 898, 720]",25,-1,1,1,118,aslbrick,val,http://aslbricks.org/New/ASL-Videos/go.mp4,0,69345
159,go,"[93, 11, 559, 360]",25,65,1,2,113,lillybauer,train,https://www.youtube.com/watch?v=7IkKMzvSsFM,0,68292
160,go,"[79, 22, 201, 192]",25,-1,1,3,10,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/23/23400.mp4,0,24955
161,go,"[81, 22, 199, 192]",25,-1,1,4,10,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/23/23401.mp4,0,24956
162,go,"[187, 18, 526, 414]",25,-1,1,8,36,startasl,train,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/go.mp4,0,24941
163,go,"[78, 25, 214, 192]",25,-1,1,9,10,signingsavvy,test,https://www.signingsavvy.com/signs/mp4/23/23517.mp4,1,24960
164,go,"[78, 25, 214, 192]",25,-1,1,10,10,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/23/23517.mp4,1,24961
165,go,"[88, 25, 217, 192]",25,-1,1,11,10,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/23/23519.mp4,1,24962
166,go,"[201, 38, 837, 720]",25,-1,1,15,65,nabboud,train,https://www.youtube.com/watch?v=jknOnIhAbNo,0,24965
167,go,"[239, 20, 942, 720]",25,-1,1,19,5,aslu,train,https://www.youtube.com/watch?v=ZEyH-t5ALCs,0,24969
168,go,"[239, 20, 942, 720]",25,-1,1,21,5,aslu,train,https://www.youtube.com/watch?v=ZEyH-t5ALCs,0,24970
169,go,"[345, 51, 948, 720]",25,-1,1,22,65,nabboud,train,https://www.youtube.com/watch?v=ZyL9f_qoGug,0,24971
170,go,"[2, 9, 248, 240]",25,-1,1,23,25,aslpro,train,http://www.aslpro.com/main/g/go.swf,1,24972
171,go,"[149, 9, 591, 370]",25,-1,1,24,94,aslsignbank,train,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/GO/GO-469.mp4,0,65824
172,go,"[229, 42, 573, 400]",25,-1,1,25,41,aslsearch,train,http://www.aslsearch.com/signs/videos/go.mp4,0,24973
173,go,"[283, 19, 812, 480]",25,-1,1,26,52,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20go-c3j44FTrL9c.mp4,0,24943
174,go,"[607, 62, 1534, 1075]",25,-1,1,29,31,signschool,val,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20To%20Go-BeOwDK5YI0U.mp4,0,24946
175,go,"[58, 2, 557, 480]",25,-1,1,30,21,asldeafined,train,https://media.asldeafined.com/vocabulary/1468549286.5649.mp4,0,24947
176,go,"[37, 7, 273, 240]",25,-1,1,31,14,handspeak,val,https://www.handspeak.com/word/g/go.mp4,0,24948
177,go,"[37, 1, 284, 240]",25,-1,1,33,0,spreadthesign,train,https://media.spreadthesign.com/video/mp4/13/58507.mp4,0,24940
178,go,"[106, 19, 343, 360]",25,-1,1,34,109,asllex,test,https://youtu.be/QfVrSA3yrSc,0,67715
179,go,"[4, 9, 525, 480]",25,-1,1,35,14,handspeak,train,https://www.handspeak.com/word/g/go-to2.mp4,1,24950
180,go,"[13, 1, 526, 480]",25,-1,1,36,20,handspeak,train,https://www.handspeak.com/word/g/go-to.mp4,0,24951
181,go,"[32, 14, 204, 192]",25,-1,1,37,10,signingsavvy,val,https://www.signingsavvy.com/signs/mp4/22/22235.mp4,1,24952
182,go,"[79, 22, 201, 192]",25,-1,1,39,10,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/23/23400.mp4,0,24954
183,clothes,"[0, 0, 360, 240]",25,3997,3938,0,9,asl5200,test,https://www.youtube.com/watch?v=PPmQd2zWdP0,0,11305
184,clothes,"[348, 11, 932, 720]",25,51,1,1,115,lillybauer,train,https://www.youtube.com/watch?v=RVnoNW53qFU,0,68870
185,clothes,"[210, 0, 661, 480]",25,-1,1,2,110,valencia-asl,train,https://www.youtube.com/watch?v=Xmrvvk8l3_w,0,68024
186,clothes,"[0, 5, 255, 240]",25,-1,1,3,72,aslpro,train,http://www.aslpro.com//main/c/clothes.swf,0,11327
187,clothes,"[14, 8, 243, 240]",25,-1,1,4,72,aslpro,train,http://www.aslpro.com//main/c/clothes_winter.swf,0,11328
188,clothes,"[403, 67, 893, 720]",25,-1,1,5,38,startasl,train,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/clothes.mp4,0,11310
189,clothes,"[12, 7, 236, 240]",25,-1,1,6,72,aslpro,train,http://www.aslpro.com//main/c/clothes_womens.swf,0,11329
190,clothes,"[165, 51, 578, 400]",25,-1,1,7,12,aslsearch,train,http://www.aslsearch.com/signs/videos/clothes.mp4,0,11330
191,clothes,"[70, 21, 614, 480]",25,-1,1,8,59,asldeafined,test,https://media.asldeafined.com/vocabulary/1466899298.7370.mp4,0,11311
192,clothes,"[42, 0, 612, 480]",25,-1,1,9,20,handspeak,train,https://www.handspeak.com/word/c/clothes.mp4,0,11312
